,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," 054 Resto de enferm.endocrinas, nutricionales y metabólicas ", 703 , 531 , 172 , 47 , 17 , 30 , 13 , 10 , 3 , 10 , 7 , 3 , 29 , 22 , 7 , 16 , 12 , 4 , 30 , 19 , 11 , 27 , 23 , 4 , 13 , 6 , 7 , 141 , 136 , 5 , 20 , 14 , 6 , 28 , 23 , 5 , 40 , 31 , 9 , 70 , 51 , 19 , 9 , 6 , 3 , 5 , 5 , - , 1 , 1 , - , 125 , 91 , 34 , 28 , 19 , 9 , 4 , 3 , 1 , - , - , - , 8 , 2 , 6 , 11 , 8 , 3 , 8 , 8 , - , 20 , 17 , 3 , - , - ,,
, 056 Transtornos mentales y del comportamiento debido al uso de sustancias psicoactivas , 80 , 53 , 27 , 18 , 9 , 9 , 1 , 1 , - , 7 , 5 , 2 , 2 , 1 , 1 , 3 , 1 , 2 , 2 , 1 , 1 , 2 , 2 , - , 1 , 1 , - , 9 , 9 , - , 3 , 3 , - , 7 , 7 , - , 5 , 3 , 2 , 3 , 2 , 1 , 1 , 1 , - , - , - , - , - , - , - , 6 , 3 , 3 , 6 , 2 , 4 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 1 , 1 , - , - , - ,,
, 057 Resto de trastornos mentales y del comportamiento , 179 , 116 , 63 , 17 , 13 , 4 , 4 , 2 , 2 , - , - , - , 4 , 2 , 2 , 1 , - , 1 , 6 , 2 , 4 , 2 , - , 2 , 4 , 3 , 1 , 12 , 12 , - , 10 , 8 , 2 , 8 , 6 , 2 , 4 , 3 , 1 , 10 , 6 , 4 , 2 , 1 , 1 , - , - , - , - , - , - , 82 , 47 , 35 , 5 , 3 , 2 , - , - , - , - , - , - , 2 , 2 , - , 1 , 1 , - , 5 , 5 , - , - , - , - , - , - ,,
, 059 Meningitis , 65 , 53 , 12 , 4 , 3 , 1 , 1 , 1 , - , 1 , - , 1 , - , - , - , 3 , 2 , 1 , 1 , - , 1 , 4 , 4 , - , 7 , 7 , - , 21 , 19 , 2 , 1 , - , 1 , 5 , 3 , 2 , 5 , 4 , 1 , 3 , 3 , - , - , - , - , - , - , - , - , - , - , 4 , 4 , - , - , - , - , 1 , 1 , - , - , - , - , 1 , 1 , - , 1 , - , 1 , - , - , - , 2 , 1 , 1 , - , - ,,
, 060 Enfermedad de Alzheimer , 561 , 425 , 136 , 28 , 16 , 12 , 13 , 10 , 3 , 6 , 5 , 1 , 3 , 2 , 1 , 6 , 5 , 1 , 8 , 7 , 1 , 26 , 23 , 3 , 10 , 8 , 2 , 92 , 84 , 8 , 29 , 17 , 12 , 31 , 20 , 11 , 28 , 21 , 7 , 57 , 45 , 12 , 1 , 1 , - , 1 , 1 , - , 1 , - , 1 , 177 , 126 , 51 , 18 , 12 , 6 , 2 , 2 , - , 1 , 1 , - , 2 , 2 , - , 2 , 2 , - , 11 , 8 , 3 , 8 , 7 , 1 , - , - ,,
, 061 Resto de enfermedades del sistema nervioso ," 1,283 ", 920 , 363 , 88 , 58 , 30 , 28 , 19 , 9 , 18 , 11 , 7 , 19 , 12 , 7 , 43 , 23 , 20 , 40 , 26 , 14 , 42 , 38 , 4 , 32 , 22 , 10 , 267 , 240 , 27 , 45 , 26 , 19 , 92 , 48 , 44 , 56 , 41 , 15 , 118 , 93 , 25 , 8 , 6 , 2 , 11 , 7 , 4 , 3 , - , 3 , 234 , 159 , 75 , 55 , 29 , 26 , 4 , 3 , 1 , 3 , 3 , - , 12 , 7 , 5 , 8 , 5 , 3 , 37 , 30 , 7 , 20 , 14 , 6 , - , - ,,
, 062 Enfermedades del ojo y sus anexos , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 064 Enfermedades del sistema circulatorio , 32 , 22 , 10 , 1 , - , 1 , 1 , - , 1 , - , - , - , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , 14 , 11 , 3 , 4 , 2 , 2 , 2 , 1 , 1 , 3 , 3 , - , 3 , 1 , 2 , - , - , - , - , - , - , - , - , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 065 Fiebre reumática aguda y enfermedades cardiacas reumáticas crónicas , 88 , 67 , 21 , 4 , 2 , 2 , 1 , 1 , - , 2 , 1 , 1 , 2 , 2 , - , 4 , 2 , 2 , 6 , 3 , 3 , 1 , - , 1 , - , - , - , 30 , 25 , 5 , 1 , 1 , - , 2 , 1 , 1 , 3 , 3 , - , 6 , 5 , 1 , - , - , - , - , - , - , - , - , - , 14 , 12 , 2 , 4 , 2 , 2 , - , - , - , - , - , - , 1 , 1 , - , 3 , 3 , - , 1 , 1 , - , 3 , 2 , 1 , - , - ,,
, 066 Enfermedades hipertensivas ," 4,050 "," 2,929 "," 1,121 ", 220 , 118 , 102 , 80 , 54 , 26 , 57 , 38 , 19 , 85 , 57 , 28 , 191 , 123 , 68 , 147 , 97 , 50 , 186 , 155 , 31 , 129 , 86 , 43 , 723 , 689 , 34 , 137 , 77 , 60 , 275 , 136 , 139 , 250 , 184 , 66 , 452 , 351 , 101 , 9 , 5 , 4 , 14 , 8 , 6 , 6 , 3 , 3 , 646 , 450 , 196 , 177 , 97 , 80 , 9 , 4 , 5 , 3 , 3 , - , 22 , 14 , 8 , 5 , 2 , 3 , 100 , 86 , 14 , 126 , 91 , 35 , 1 , 1 ,,
, 067 Enfermedades isquémicas del corazón ," 13,002 "," 10,256 "," 2,746 ", 387 , 212 , 175 , 121 , 76 , 45 , 180 , 105 , 75 , 99 , 72 , 27 , 278 , 150 , 128 , 305 , 158 , 147 , 377 , 305 , 72 , 325 , 217 , 108 ," 5,090 "," 4,756 ", 334 , 287 , 185 , 102 , 315 , 215 , 100 ," 1,065 ", 848 , 217 ," 1,377 "," 1,026 ", 351 , 40 , 22 , 18 , 18 , 11 , 7 , 24 , 17 , 7 ," 1,791 "," 1,265 ", 526 , 374 , 212 , 162 , 21 , 11 , 10 , 4 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 068 Otras enfermedades del corazón ," 2,680 "," 2,011 ", 669 , 187 , 117 , 70 , 58 , 40 , 18 , 47 , 24 , 23 , 49 , 39 , 10 , 94 , 59 , 35 , 81 , 57 , 24 , 92 , 75 , 17 , 46 , 27 , 19 , 592 , 562 , 30 , 118 , 81 , 37 , 85 , 59 , 26 , 97 , 78 , 19 , 190 , 155 , 35 , 9 , 6 , 3 , 11 , 8 , 3 , 17 , 13 , 4 , 546 , 372 , 174 , 211 , 119 , 92 , 12 , 8 , 4 , 2 , 2 , - , 24 , 18 , 6 , 10 , 5 , 5 , 63 , 59 , 4 , 39 , 28 , 11 , - , - ,,
, 069 Enfermedades Cerebro vasculares ," 5,099 "," 3,919 "," 1,180 ", 248 , 145 , 103 , 98 , 66 , 32 , 76 , 53 , 23 , 51 , 34 , 17 , 163 , 88 , 75 , 153 , 97 , 56 , 197 , 171 , 26 , 185 , 126 , 59 ," 1,373 "," 1,297 ", 76 , 143 , 102 , 41 , 131 , 82 , 49 , 336 , 269 , 67 , 655 , 516 , 139 , 32 , 16 , 16 , 11 , 8 , 3 , 22 , 12 , 10 , 724 , 497 , 227 , 186 , 100 , 86 , 12 , 8 , 4 , 2 , 2 , - , 31 , 21 , 10 , 18 , 7 , 11 , 167 , 138 , 29 , 83 , 62 , 21 , 2 , 2 ,,
, 070 Aterosclerosis , 24 , 15 , 9 , 3 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , 3 , 3 , - , 1 , - , 1 , - , - , - , 2 , 2 , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 11 , 6 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 071 Resto de enfermedades del sistema circulatorio , 475 , 355 , 120 , 38 , 20 , 18 , 4 , 1 , 3 , 6 , 3 , 3 , 11 , 9 , 2 , 12 , 8 , 4 , 13 , 9 , 4 , 15 , 13 , 2 , 10 , 5 , 5 , 100 , 97 , 3 , 17 , 11 , 6 , 21 , 15 , 6 , 23 , 15 , 8 , 37 , 30 , 7 , 2 , 1 , 1 , 2 , 1 , 1 , 3 , 3 , - , 106 , 76 , 30 , 23 , 14 , 9 , 1 , - , 1 , 1 , - , 1 , 5 , 4 , 1 , 2 , 1 , 1 , 12 , 10 , 2 , 11 , 9 , 2 , - , - ,,
, 073 Influenza (Gripe) , 76 , 59 , 17 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , 66 , 52 , 14 , 1 , 1 , - , - , - , - , - , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , 5 , 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 074 Neumonia ," 4,277 "," 3,394 ", 883 , 180 , 117 , 63 , 44 , 28 , 16 , 89 , 56 , 33 , 20 , 16 , 4 , 121 , 64 , 57 , 195 , 119 , 76 , 167 , 137 , 30 , 128 , 91 , 37 ," 1,505 "," 1,434 ", 71 , 94 , 62 , 32 , 120 , 65 , 55 , 200 , 157 , 43 , 421 , 359 , 62 , 31 , 20 , 11 , 16 , 10 , 6 , 13 , 9 , 4 , 484 , 351 , 133 , 164 , 93 , 71 , 15 , 5 , 10 , 2 , 1 , 1 , 13 , 9 , 4 , 18 , 11 , 7 , 147 , 117 , 30 , 90 , 63 , 27 , - , - ,,
, 075 Otras Infecciones agudas de las vías respiratorias inferiores , 60 , 35 , 25 , 1 , 1 , - , 1 , - , 1 , - , - , - , - , - , - , 1 , 1 , - , 2 , 1 , 1 , 4 , 2 , 2 , 1 , - , 1 , 17 , 16 , 1 , 2 , 1 , 1 , - , - , - , 10 , 7 , 3 , 2 , 1 , 1 , - , - , - , - , - , - , 1 , - , 1 , 4 , 1 , 3 , 9 , - , 9 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 2 , 1 , 1 , 2 , 2 , - , - , - ,,
, 076 Enfermedades crónicas de las vías resp inferiores ," 1,532 "," 1,008 ", 524 , 110 , 65 , 45 , 46 , 29 , 17 , 29 , 19 , 10 , 42 , 28 , 14 , 90 , 56 , 34 , 133 , 72 , 61 , 51 , 44 , 7 , 30 , 21 , 9 , 149 , 144 , 5 , 78 , 41 , 37 , 52 , 37 , 15 , 43 , 31 , 12 , 113 , 80 , 33 , 14 , 7 , 7 , 10 , 5 , 5 , 13 , 10 , 3 , 342 , 217 , 125 , 126 , 58 , 68 , 8 , 5 , 3 , 2 , 1 , 1 , 6 , 4 , 2 , 4 , 2 , 2 , 31 , 26 , 5 , 10 , 6 , 4 , - , - ,,
, 077 Resto de enfermedades del sistema respiratorio ," 2,687 "," 2,153 ", 534 , 163 , 93 , 70 , 30 , 16 , 14 , 81 , 60 , 21 , 24 , 15 , 9 , 66 , 44 , 22 , 79 , 64 , 15 , 114 , 97 , 17 , 50 , 33 , 17 , 763 , 740 , 23 , 54 , 35 , 19 , 78 , 59 , 19 , 114 , 92 , 22 , 229 , 193 , 36 , 25 , 13 , 12 , 21 , 15 , 6 , 15 , 9 , 6 , 534 , 399 , 135 , 86 , 44 , 42 , 13 , 10 , 3 , 2 , 2 , - , 12 , 9 , 3 , 16 , 10 , 6 , 82 , 69 , 13 , 36 , 32 , 4 , - , - ,,
, 079 Ulcera gástrica y duodenal , 170 , 125 , 45 , 16 , 7 , 9 , 5 , 4 , 1 , 4 , 2 , 2 , 7 , 5 , 2 , 5 , 2 , 3 , 4 , 3 , 1 , 4 , 3 , 1 , 7 , 6 , 1 , 27 , 23 , 4 , 5 , 3 , 2 , 13 , 10 , 3 , 12 , 7 , 5 , 11 , 10 , 1 , 1 , 1 , - , - , - , - , - , - , - , 28 , 26 , 2 , 13 , 8 , 5 , - , - , - , - , - , - , - , - , - , 2 , 2 , - , 4 , 2 , 2 , 2 , 1 , 1 , - , - ,,
, 080 Enfermedades del hígado ," 2,481 "," 1,913 ", 568 , 164 , 78 , 86 , 20 , 14 , 6 , 43 , 24 , 19 , 18 , 13 , 5 , 59 , 36 , 23 , 72 , 50 , 22 , 154 , 129 , 25 , 47 , 33 , 14 , 731 , 683 , 48 , 54 , 37 , 17 , 77 , 52 , 25 , 108 , 86 , 22 , 308 , 244 , 64 , 15 , 10 , 5 , 7 , 7 , - , 6 , 6 , - , 334 , 238 , 96 , 87 , 43 , 44 , 17 , 13 , 4 , 5 , 3 , 2 , 10 , 8 , 2 , 7 , 5 , 2 , 56 , 50 , 6 , 82 , 51 , 31 , - , - ,,
, 081 Resto de enfermedades del sistema digestivo ," 2,493 "," 1,905 ", 588 , 126 , 79 , 47 , 42 , 27 , 15 , 49 , 26 , 23 , 47 , 31 , 16 , 73 , 43 , 30 , 104 , 70 , 34 , 88 , 77 , 11 , 62 , 40 , 22 , 570 , 549 , 21 , 87 , 54 , 33 , 96 , 67 , 29 , 111 , 88 , 23 , 156 , 122 , 34 , 14 , 10 , 4 , 15 , 8 , 7 , 11 , 8 , 3 , 576 , 431 , 145 , 127 , 67 , 60 , 14 , 9 , 5 , 2 , 1 , 1 , 17 , 13 , 4 , 8 , 7 , 1 , 55 , 48 , 7 , 43 , 30 , 13 , - , - ,,
, 082 Enfermedades de la piel y del tejido subcutáneo , 366 , 288 , 78 , 15 , 10 , 5 , 4 , 3 , 1 , 1 , 1 , - , 2 , 2 , - , 10 , 5 , 5 , 13 , 9 , 4 , 13 , 11 , 2 , 7 , 7 , - , 123 , 117 , 6 , 18 , 12 , 6 , 12 , 9 , 3 , 11 , 9 , 2 , 32 , 25 , 7 , 3 , 1 , 2 , 3 , 2 , 1 , 2 , 1 , 1 , 59 , 42 , 17 , 14 , 4 , 10 , 2 , 2 , - , 1 , 1 , - , 2 , - , 2 , - , - , - , 13 , 12 , 1 , 6 , 3 , 3 , - , - ,,
, 083 Enfermedades del sis osteomusc y del tejido conjuntivo , 492 , 348 , 144 , 32 , 16 , 16 , 17 , 13 , 4 , 15 , 9 , 6 , 3 , 2 , 1 , 20 , 12 , 8 , 16 , 14 , 2 , 25 , 21 , 4 , 13 , 7 , 6 , 98 , 89 , 9 , 22 , 17 , 5 , 23 , 14 , 9 , 14 , 9 , 5 , 43 , 34 , 9 , 4 , 1 , 3 , 1 , - , 1 , - , - , - , 82 , 51 , 31 , 32 , 15 , 17 , 3 , 3 , - , - , - , - , 5 , 4 , 1 , 2 , - , 2 , 17 , 13 , 4 , 5 , 4 , 1 , - , - ,,
," 085 Enfermedades renales, glomerular y tubulointersticial ", 117 , 90 , 27 , 4 , 2 , 2 , 2 , 1 , 1 , 1 , - , 1 , 2 , 2 , - , 6 , 5 , 1 , 4 , 2 , 2 , 5 , 3 , 2 , 2 , 2 , - , 29 , 26 , 3 , 2 , 1 , 1 , 7 , 4 , 3 , 9 , 8 , 1 , 15 , 13 , 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , 15 , 10 , 5 , 4 , 3 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 3 , 3 , - , 4 , 2 , 2 , - , - ,,
, 086 Resto de enfermedades del sistema genitourinario ," 2,707 "," 2,141 ", 566 , 121 , 71 , 50 , 35 , 23 , 12 , 40 , 29 , 11 , 31 , 28 , 3 , 51 , 34 , 17 , 81 , 57 , 24 , 132 , 121 , 11 , 59 , 39 , 20 , 945 , 881 , 64 , 67 , 51 , 16 , 62 , 41 , 21 , 148 , 120 , 28 , 224 , 167 , 57 , 9 , 4 , 5 , 6 , 4 , 2 , 13 , 9 , 4 , 446 , 307 , 139 , 91 , 42 , 49 , 5 , 4 , 1 , 1 , 1 , - , 14 , 10 , 4 , 13 , 9 , 4 , 63 , 53 , 10 , 50 , 36 , 14 , - , - ,,
, 088 Embarazo terminado en aborto , 4 , 3 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
, 089 Otras muertes obstétricas directas , 68 , 44 , 24 , 2 , 1 , 1 , 2 , - , 2 , 2 , - , 2 , 2 , 1 , 1 , 2 , 2 , - , 3 , - , 3 , 2 , 2 , - , - , - , - , 16 , 14 , 2 , 1 , 1 , - , 4 , 3 , 1 , 5 , 4 , 1 , 5 , 3 , 2 , 1 , - , 1 , 3 , 2 , 1 , 2 , 1 , 1 , 7 , 4 , 3 , 3 , 2 , 1 , - , - , - , - , - , - , 3 , 1 , 2 , 1 , 1 , - , - , - , - , 2 , 2 , - , - , - ,,
, 090 Muertes obstétricas indirectas , 64 , 49 , 15 , 1 , 1 , - , - , - , - , 2 , 2 , - , 1 , - , 1 , 2 , 1 , 1 , 3 , 1 , 2 , 5 , 5 , - , 4 , 2 , 2 , 19 , 16 , 3 , - , - , - , - , - , - , 6 , 6 , - , 2 , 2 , - , 2 , 1 , 1 , - , - , - , 3 , 1 , 2 , 3 , 3 , - , 1 , 1 , - , 1 , - , 1 , - , - , - , 1 , 1 , - , 3 , 2 , 1 , 2 , 2 , - , 3 , 2 , 1 , - , - ,,
, 091 Resto de embarazo  parto y puerperio , 54 , 47 , 7 , - , - , - , 1 , - , 1 , 2 , 2 , - , - , - , - , 1 , - , 1 , 1 , 1 , - , 4 , 3 , 1 , 1 , - , 1 , 19 , 19 , - , 1 , 1 , - , 1 , 1 , - , 3 , 3 , - , 6 , 6 , - , 2 , 2 , - , 1 , 1 , - , - , - , - , 7 , 6 , 1 , 1 , - , 1 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , 1 , 1 , 1 , - , - , - ,,
, 092 Ciertas afecciones originadas en el periodo perinatal ," 1,501 "," 1,313 ", 188 , 41 , 31 , 10 , 15 , 8 , 7 , 6 , 3 , 3 , 14 , 10 , 4 , 53 , 42 , 11 , 40 , 30 , 10 , 94 , 87 , 7 , 28 , 26 , 2 , 478 , 466 , 12 , 38 , 34 , 4 , 38 , 28 , 10 , 81 , 64 , 17 , 111 , 98 , 13 , 21 , 9 , 12 , 5 , 3 , 2 , 5 , 5 , - , 284 , 257 , 27 , 25 , 13 , 12 , 7 , 5 , 2 , 2 , 2 , - , 27 , 22 , 5 , 11 , 8 , 3 , 36 , 33 , 3 , 41 , 29 , 12 , - , - ,,
, 093 Malformaciones congénitas  deformidades y anomal cromosom , 798 , 644 , 154 , 38 , 29 , 9 , 8 , 6 , 2 , 4 , 3 , 1 , 10 , 7 , 3 , 29 , 19 , 10 , 18 , 12 , 6 , 32 , 30 , 2 , 16 , 11 , 5 , 212 , 203 , 9 , 28 , 22 , 6 , 18 , 13 , 5 , 35 , 29 , 6 , 66 , 55 , 11 , 24 , 16 , 8 , 11 , 8 , 3 , 4 , 3 , 1 , 167 , 122 , 45 , 17 , 10 , 7 , 4 , 3 , 1 , 1 , 1 , - , 11 , 8 , 3 , 10 , 4 , 6 , 26 , 24 , 2 , 9 , 6 , 3 , - , - ,,
," 094 Sintomas, signos y hallazgos anormales  clínicos yde laboratorio  no clasificados en otra parte "," 4,097 "," 2,389 "," 1,708 ", 73 , 46 , 27 , 39 , 20 , 19 , 96 , 31 , 65 , 53 , 27 , 26 , 94 , 49 , 45 , 372 , 162 , 210 , 153 , 113 , 40 , 153 , 69 , 84 , 772 , 750 , 22 , 156 , 82 , 74 , 156 , 65 , 91 , 133 , 103 , 30 , 284 , 188 , 96 , 115 , 37 , 78 , 198 , 68 , 130 , 63 , 35 , 28 , 420 , 259 , 161 , 136 , 55 , 81 , 87 , 60 , 27 , 1 , 1 , - , 139 , 62 , 77 , 201 , 64 , 137 , 18 , 13 , 5 , 184 , 29 , 155 , 1 , 1 ,,
, 096 Accidentes de transporte ," 3,286 "," 2,403 ", 883 , 139 , 80 , 59 , 56 , 43 , 13 , 73 , 44 , 29 , 27 , 17 , 10 , 131 , 69 , 62 , 113 , 62 , 51 , 147 , 113 , 34 , 118 , 53 , 65 , 778 , 690 , 88 , 67 , 33 , 34 , 58 , 38 , 20 , 298 , 235 , 63 , 262 , 213 , 49 , 72 , 43 , 29 , 26 , 18 , 8 , 24 , 16 , 8 , 486 , 367 , 119 , 97 , 47 , 50 , 16 , 12 , 4 , 2 , 1 , 1 , 65 , 45 , 20 , 40 , 19 , 21 , 136 , 110 , 26 , 48 , 28 , 20 , 7 , 7 ,,
, 097 Caidas , 307 , 233 , 74 , 26 , 13 , 13 , 1 , 1 , - , 6 , 5 , 1 , 2 , 2 , - , 5 , 3 , 2 , 13 , 8 , 5 , 6 , 5 , 1 , 5 , 5 , - , 38 , 37 , 1 , 15 , 9 , 6 , 13 , 8 , 5 , 8 , 7 , 1 , 8 , 6 , 2 , 6 , 5 , 1 , 2 , 2 , - , 3 , 3 , - , 123 , 97 , 26 , 9 , 6 , 3 , 3 , 2 , 1 , 1 , 1 , - , 4 , 3 , 1 , 4 , 1 , 3 , 5 , 3 , 2 , 1 , 1 , - , - , - ,,
, 098 Ahogamiento y sumersión accidentales , 329 , 230 , 99 , 20 , 10 , 10 , 3 , 2 , 1 , 6 , 2 , 4 , 4 , 2 , 2 , 11 , 5 , 6 , 9 , 7 , 2 , 14 , 13 , 1 , 10 , 5 , 5 , 71 , 59 , 12 , 11 , 8 , 3 , 16 , 11 , 5 , 27 , 20 , 7 , 27 , 21 , 6 , 8 , 6 , 2 , 4 , 2 , 2 , 2 , 1 , 1 , 50 , 35 , 15 , 2 , - , 2 , 10 , 4 , 6 , 1 , - , 1 , 8 , 5 , 3 , 2 , 1 , 1 , 6 , 6 , - , 5 , 3 , 2 , 2 , 2 ,,
, 099 Exposición al humo  fuego y llamas , 96 , 78 , 18 , 3 , - , 3 , 1 , 1 , - , 3 , 2 , 1 , 2 , 2 , - , 4 , 4 , - , 2 , 1 , 1 , 2 , 1 , 1 , - , - , - , 28 , 28 , - , 1 , - , 1 , 6 , 6 , - , 6 , 4 , 2 , 6 , 6 , - , 2 , 2 , - , 2 , 2 , - , - , - , - , 16 , 12 , 4 , 3 , 3 , - , 1 , - , 1 , - , - , - , 1 , 1 , - , 3 , - , 3 , 3 , 2 , 1 , 1 , 1 , - , - , - ,,
, 100 Envenenamiento accidental por  y expos a sustan nocivas , 205 , 131 , 74 , 20 , 10 , 10 , 10 , 4 , 6 , 11 , 5 , 6 , 1 , 1 , - , 5 , 3 , 2 , 3 , 1 , 2 , 7 , 7 , - , 8 , 5 , 3 , 21 , 19 , 2 , 11 , 4 , 7 , 15 , 9 , 6 , 13 , 9 , 4 , 22 , 15 , 7 , 6 , - , 6 , - , - , - , - , - , - , 31 , 25 , 6 , 4 , 2 , 2 , 3 , 1 , 2 , - , - , - , 5 , 4 , 1 , 5 , 3 , 2 , 3 , 3 , - , 1 , 1 , - , - , - ,,
, 101 Lesiones autoinfligidas intencionalmente , 880 , 620 , 260 , 96 , 47 , 49 , 18 , 12 , 6 , 10 , 5 , 5 , 15 , 11 , 4 , 37 , 23 , 14 , 39 , 24 , 15 , 56 , 43 , 13 , 22 , 12 , 10 , 87 , 82 , 5 , 30 , 21 , 9 , 41 , 36 , 5 , 58 , 48 , 10 , 27 , 20 , 7 , 8 , 5 , 3 , 11 , 7 , 4 , 6 , 4 , 2 , 220 , 160 , 60 , 5 , - , 5 , 6 , 3 , 3 , 3 , - , 3 , 18 , 13 , 5 , 27 , 14 , 13 , 32 , 25 , 7 , 8 , 5 , 3 , - , - ,,
, 102 Agresiones ," 1,332 "," 1,099 ", 233 , 51 , 21 , 30 , 5 , 2 , 3 , 36 , 33 , 3 , 6 , 4 , 2 , 29 , 13 , 16 , 10 , 7 , 3 , 150 , 124 , 26 , 117 , 87 , 30 , 353 , 341 , 12 , 16 , 10 , 6 , 9 , 7 , 2 , 178 , 146 , 32 , 58 , 47 , 11 , 2 , 1 , 1 , 3 , 2 , 1 , 4 , 4 , - , 154 , 128 , 26 , 4 , 3 , 1 , 5 , 2 , 3 , - , - , - , 35 , 23 , 12 , 12 , 7 , 5 , 65 , 61 , 4 , 28 , 24 , 4 , 2 , 2 ,,
, 103 Todas las demás causasxternas ," 3,419 "," 2,687 ", 732 , 147 , 76 , 71 , 41 , 23 , 18 , 35 , 23 , 12 , 37 , 28 , 9 , 112 , 63 , 49 , 90 , 64 , 26 , 108 , 96 , 12 , 51 , 31 , 20 ," 1,171 "," 1,134 ", 37 , 78 , 49 , 29 , 102 , 72 , 30 , 126 , 95 , 31 , 372 , 303 , 69 , 20 , 13 , 7 , 17 , 7 , 10 , 20 , 13 , 7 , 444 , 329 , 115 , 230 , 115 , 115 , 25 , 10 , 15 , 4 , 3 , 1 , 38 , 24 , 14 , 40 , 25 , 15 , 57 , 47 , 10 , 51 , 41 , 10 , 3 , 3 ,,
, 104 COVID-19 confirmado y sospechoso ," 20,874 "," 17,167 "," 3,707 "," 1,103 ", 734 , 369 , 227 , 173 , 54 , 253 , 180 , 73 , 270 , 199 , 71 , 529 , 369 , 160 , 572 , 453 , 119 ," 1,472 "," 1,338 ", 134 , 438 , 330 , 108 ," 4,354 "," 4,199 ", 155 , 546 , 425 , 121 , 781 , 618 , 163 , 845 , 729 , 116 ," 1,809 "," 1,526 ", 283 , 84 , 66 , 18 , 61 , 52 , 9 , 83 , 63 , 20 ," 5,134 "," 3,942 "," 1,192 ", 961 , 670 , 291 , 115 , 87 , 28 , 19 , 18 , 1 , 218 , 181 , 37 , 93 , 71 , 22 , 627 , 543 , 84 , 277 , 198 , 79 , 3 , 3 ,,
,"1/ Defunciones registradas (t): corresponden a las defunciones ocurridas en el año de estudio, e inscritos hasta el 31 de diciembre de 2021.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"p**) cifras provisionales: corresponden a los datos o indicadores que se generan con información de las defunciones ocurridas en el 2021, y que están sujetos a ajustes por registros posteriores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuente: Registro Estadístico de Defunciones Generales 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
