,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serie No. 1.2.2
Número y razón de muertes maternas oportunas (A) en el año (t+1), según región y provincia de residencia habitual del fallecido/a
Región Costa,82,92,83,102,92,72,83,81,76,78,76, 74 , 111 , 76 ," 174,308 "," 173,376 "," 172,751 "," 171,515 "," 170,356 "," 169,286 "," 168,307 "," 167,412 "," 166,598 "," 165,843 "," 165,148 "," 164,519 "," 163,959 "," 163,629 ",47.0,53.1,48.0,59.5,54.0,42.5,49.3,48.4,45.6,47.0,46.0,45.0,67.7,46.4,
El Oro,7,5,5,12,11,8,8,4,7,8,7, 7 , 12 , 8 ," 13,818 "," 13,638 "," 13,447 "," 13,288 "," 13,140 "," 13,005 "," 12,883 "," 12,774 "," 12,678 "," 12,589 "," 12,511 "," 12,441 "," 12,379 "," 12,354 ",50.7,36.7,37.2,90.3,83.7,61.5,62.1,31.3,55.2,63.5,56.0,56.3,96.9,64.6,
Esmeraldas,11,11,8,13,15,13,5,14,14,7,7, 7 , 11 , 4 ," 13,951 "," 13,976 "," 13,903 "," 13,786 "," 13,670 "," 13,558 "," 13,449 "," 13,346 "," 13,247 "," 13,153 "," 13,060 "," 12,975 "," 12,896 "," 12,870 ",78.8,78.7,57.5,94.3,109.7,95.9,37.2,104.9,105.7,53.2,53.6,53.9,85.3,31.0,
Guayas,25,34,31,45,30,27,38,32,32,42,47, 38 , 43 , 38 ," 83,118 "," 82,672 "," 82,611 "," 82,245 "," 81,905 "," 81,595 "," 81,318 "," 81,073 "," 80,860 "," 80,675 "," 80,524 "," 80,400 "," 80,312 "," 80,149 ",30.1,41.1,37.5,54.7,36.6,33.1,46.7,39.5,39.6,52.1,58.4,47.3,53.5,47.3,
Los Ríos,12,11,15,4,8,10,6,12,5,5,5, 5 , 15 , 12 ," 20,437 "," 20,391 "," 20,259 "," 20,105 "," 19,960 "," 19,825 "," 19,701 "," 19,586 "," 19,480 "," 19,381 "," 19,284 "," 19,194 "," 19,110 "," 19,073 ",58.7,53.9,74.0,19.9,40.1,50.4,30.5,61.3,25.7,25.8,25.9,26.0,78.5,62.8,
Manabí,22,22,18,25,25,13,21,17,15,9,9, 13 , 23 , 8 ," 34,544 "," 34,156 "," 33,847 "," 33,353 "," 32,889 "," 32,458 "," 32,056 "," 31,678 "," 31,320 "," 30,974 "," 30,639 "," 30,316 "," 30,004 "," 29,944 ",63.7,64.4,53.2,75.0,76.0,40.1,65.5,53.7,47.9,29.1,29.4,42.9,76.7,26.7,
Santa Elena,5,9,6,3,3,1,5,2,3,7,1, 4 , 7 , 6 ," 8,440 "," 8,543 "," 8,684 "," 8,738 "," 8,792 "," 8,845 "," 8,900 "," 8,955 "," 9,013 "," 9,071 "," 9,130 "," 9,193 "," 9,258 "," 9,239 ",59.2,105.3,69.1,34.3,34.1,11.3,56.2,22.3,33.3,77.2,11.0,43.5,75.6,64.8,
Reagión Amazónica,12,21,23,27,22,11,21,14,7,11,10, 6 , 11 , 20 ," 21,743 "," 22,082 "," 22,462 "," 22,468 "," 22,466 "," 22,458 "," 22,446 "," 22,425 "," 22,404 "," 22,378 "," 22,351 "," 22,324 "," 22,292 "," 22,249 ",55.2,95.1,102.4,120.2,97.9,49.0,93.6,62.4,31.2,49.2,44.7,26.9,49.3,89.7,
Morona Santiago,1,6,5,7,6,5,5,4,4,3,3, 5 , 4 , 3 ," 5,107 "," 5,109 "," 5,161 "," 5,162 "," 5,158 "," 5,150 "," 5,137 "," 5,120 "," 5,102 "," 5,082 "," 5,059 "," 5,036 "," 5,008 "," 4,997 ",19.6,117.4,96.9,135.6,116.3,97.1,97.3,78.1,78.4,59.0,59.3,99.3,79.9,59.9,
Napo, 5 ,  - , 3 , 2 , 3 , 1 , 4 , 3 ,  - ,  - , 2 , - , 1 , 3 ," 3,069 "," 3,121 "," 3,201 "," 3,228 "," 3,253 "," 3,277 "," 3,302 "," 3,327 "," 3,348 "," 3,369 "," 3,391 "," 3,410 "," 3,428 "," 3,421 ",162.9, -,93.7,62.0,92.2,30.5,121.1,90.2, -, -,59.0,0.0, 29 ,87.5,
Pastaza, 3 ,  - , 2 , 2 , 2 , 1 , 2 , 2 ,  - , 3 , 2 , - , 1 , 5 ," 2,428 "," 2,472 "," 2,536 "," 2,560 "," 2,584 "," 2,606 "," 2,630 "," 2,652 "," 2,674 "," 2,696 "," 2,717 "," 2,738 "," 2,756 "," 2,750 ",123.6, -,78.9,78.1,77.4,38.4,76.0,75.4, -,111.3,73.6,0.0, 36 ,181.4,
Zamora Chinchipe,  - , 5 , 7 , 4 , 1 , 1 , 4 , 1 , 1 , 1 , 1 , - , 1 , 1 ," 2,734 "," 2,761 "," 2,782 "," 2,792 "," 2,800 "," 2,807 "," 2,813 "," 2,816 "," 2,819 "," 2,818 "," 2,817 "," 2,814 "," 2,812 "," 2,808 ", -,181.1,251.6,143.3,35.7,35.6,142.2,35.5,35.5,35.5,35.5,0.0, 36 ,35.6,
Sucumbíos, 2 , 5 , 4 , 8 , 6 , 2 , 2 , 1 , 1 , 2 , 1 , - , 1 , 4 ," 4,543 "," 4,638 "," 4,762 "," 4,783 "," 4,805 "," 4,827 "," 4,846 "," 4,865 "," 4,886 "," 4,905 "," 4,923 "," 4,941 "," 4,955 "," 4,946 ",44.0,107.8,84.0,167.3,124.9,41.4,41.3,20.6,20.5,40.8,20.3,0.0, 20 ,80.7,
Orellana, 1 , 5 , 2 , 4 , 4 , 1 , 4 , 3 , 1 , 2 , 1 , 1 , 3 , 4 ," 3,862 "," 3,981 "," 4,020 "," 3,943 "," 3,866 "," 3,791 "," 3,718 "," 3,645 "," 3,575 "," 3,508 "," 3,444 "," 3,385 "," 3,333 "," 3,327 ",25.9,125.6,49.8,101.4,103.5,26.4,107.6,82.3,28.0,57.0,29.0,29.5,90.0,120.0,
Región Insular,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - , - , - , - , - , 509 , 527 , 538 , 547 , 556 , 562 , 569 , 575 , 583 , 588 , 593 , 601 , 606 , 605 , -, -, -, -, -, -, -, -, -, -, -, -,  - ,  - ,
Galápagos,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - , - , - , - , - , 509 , 527 , 538 , 547 , 556 , 562 , 569 , 575 , 583 , 588 , 593 , 601 , 606 , 605 , -, -, -, -, -, -, -, -, -, -, -, -,  - ,  - ,
Zonas no delimitadas,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - , - , 812 , 810 , 932 , 936 , 941 , 947 , 955 , 960 , 968 , 972 , 977 , 981 , 982 , 981 , -, -, -, -, -, -, -, -, -, -, -, -,  - ,  - ,
Exterior,  - ,  - , 1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,-,-,-,-,-,-,-, -, -, -, -, -, -, -,
"1/ Defunciones registrados en el año (t+1):  corresponden a las defunciones generales ocurridas en el año de estudio, e inscritos hasta el 31 de diciembre del año siguiente. Cabe mencionar que se ha realizado el ajuste desde el año 2013. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"p**) cifras provisionales: corresponden a los datos o indicadores que se generan con información de las defunciones generales ocurridas en el año 2021, las mismas que están sujetos a ajustes por registros posteriores y porque aún no ha finalizado el proceso de Búsqueda Intencionada y Reclasificación  de Muerte Materna  - BIRMM, entre el INEC e MSP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuente: Registro estadístico de defunciones generales, años 2008-2021.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
