,,,,,,,,,,,,,,,,,,,,,,,,
"Cuadro No. 3.1.11 
Defunciones en el año (t) por tipo de certificación y grupos de edad, según causas de muerte y sexo
,Hombre, 354 , 7 , 3 , - , - , - , 1 , - , - , - , 2 , 1 , 5 , 4 , 7 , 9 , 12 , 26 , 33 , 264 , - ,,
,Mujer, 304 , 4 , 1 , - , - , - , - , - , - , 1 , - , 1 , 5 , 3 , 3 , 17 , 15 , 25 , 33 , 206 , - ,,
"2.05 Tumor maligno de órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",Total, 111 , - , - , - , - , - , - , 1 , 2 , 1 , - , 1 , 4 , 5 , 2 , 6 , 6 , 12 , 8 , 63 , - ,,
,Hombre, 76 , - , - , - , - , - , - , 1 , 1 , 1 , - , - , 3 , 4 , 2 , 3 , 5 , 8 , 4 , 44 , - ,,
,Mujer, 35 , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 1 , - , 3 , 1 , 4 , 4 , 19 , - ,,
2.06 Tumor maligno de la mama de la mujer,Total, 763 , 6 , - , - , - , - , - , - , - , - , 1 , 9 , 21 , 44 , 61 , 73 , 87 , 85 , 78 , 310 , - ,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,
,Mujer, 762 , 6 , - , - , - , - , - , - , - , - , 1 , 9 , 21 , 44 , 61 , 73 , 87 , 85 , 78 , 309 , - ,,
2.07 Tumor maligno del cuello del útero,Total, 512 , 1 , 3 , - , - , - , - , - , - , - , - , 11 , 24 , 32 , 52 , 58 , 49 , 57 , 44 , 189 , - ,,
,Mujer, 512 , 1 , 3 , - , - , - , - , - , - , - , - , 11 , 24 , 32 , 52 , 58 , 49 , 57 , 44 , 189 , - ,,
2.08 Tumor maligno del cuerpo del útero,Total, 89 , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , 3 , 9 , 13 , 11 , 47 , - ,,
,Mujer, 89 , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , 3 , 9 , 13 , 11 , 47 , - ,,
"2.09 Tumor maligno del útero, parte no especificada",Total, 283 , 6 , 2 , - , - , - , - , - , - , - , - , 2 , 9 , 10 , 19 , 16 , 22 , 41 , 17 , 155 , - ,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,
,Mujer, 282 , 6 , 2 , - , - , - , - , - , - , - , - , 2 , 9 , 10 , 19 , 16 , 22 , 41 , 17 , 154 , - ,,
2.10 Tumor maligno de la próstata,Total," 1,148 ", 23 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 7 , 28 , 51 ," 1,085 ", - ,,
,Hombre," 1,148 ", 23 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 5 , 7 , 28 , 51 ," 1,085 ", - ,,
2.11 Tumor maligno de otros órganos genitourinarios,Total, 700 , 8 , - , - , - , - , 6 , 4 , - , 4 , 7 , 8 , 16 , 18 , 23 , 26 , 47 , 62 , 74 , 413 , - ,,
,Hombre, 269 , 2 , - , - , - , - , 2 , 2 , - , 3 , 5 , 4 , 7 , 7 , 9 , 5 , 5 , 16 , 24 , 182 , - ,,
,Mujer, 431 , 6 , - , - , - , - , 4 , 2 , - , 1 , 2 , 4 , 9 , 11 , 14 , 21 , 42 , 46 , 50 , 231 , - ,,
2.12 Leucemia,Total, 577 , 6 , 1 , - , - , 4 , 13 , 37 , 48 , 39 , 36 , 24 , 20 , 24 , 34 , 21 , 26 , 25 , 34 , 199 , - ,,
,Hombre, 297 , 5 , 1 , - , - , 2 , 7 , 17 , 30 , 21 , 25 , 14 , 7 , 12 , 19 , 11 , 11 , 13 , 14 , 100 , - ,,
,Mujer, 280 , 1 , - , - , - , 2 , 6 , 20 , 18 , 18 , 11 , 10 , 13 , 12 , 15 , 10 , 15 , 12 , 20 , 99 , - ,,
2.13 Tumor maligno del tejido linfático de otros órganos hematopoyéticos y de tejidos afines,Total, 627 , 3 , 1 , - , - , - , 2 , 1 , 3 , 6 , 10 , 13 , 11 , 24 , 14 , 29 , 35 , 51 , 52 , 380 , - ,,
,Hombre, 366 , 2 , - , - , - , - , 1 , 1 , 1 , 4 , 6 , 8 , 9 , 12 , 7 , 12 , 18 , 27 , 30 , 232 , - ,,
,Mujer, 261 , 1 , 1 , - , - , - , 1 , - , 2 , 2 , 4 , 5 , 2 , 12 , 7 , 17 , 17 , 24 , 22 , 148 , - ,,
2.14 Tumores malignos de otras localizaciones y de las no especificadas,Total," 1,854 ", 53 , 6 , - , - , - , 28 , 17 , 34 , 29 , 28 , 46 , 37 , 52 , 71 , 89 , 99 , 134 , 165 ," 1,084 ", - ,,
,Hombre, 890 , 25 , 3 , - , - , - , 11 , 9 , 19 , 18 , 19 , 24 , 17 , 27 , 32 , 40 , 37 , 58 , 88 , 519 , - ,,
,Mujer, 964 , 28 , 3 , - , - , - , 17 , 8 , 15 , 11 , 9 , 22 , 20 , 25 , 39 , 49 , 62 , 76 , 77 , 565 , - ,,
"2.15 Tumores in situ, benignos y los de comportamiento incierto y desconocidos",Total, 951 , 8 , - , - , - , 3 , 4 , 3 , 5 , 5 , 8 , 11 , 23 , 21 , 43 , 45 , 47 , 68 , 76 , 596 , 1 ,,
,Hombre, 484 , 6 , - , - , - , 1 , 4 , 1 , 3 , 2 , 4 , 5 , 17 , 14 , 24 , 16 , 16 , 31 , 36 , 315 , 1 ,,
,Mujer, 467 , 2 , - , - , - , 2 , - , 2 , 2 , 3 , 4 , 6 , 6 , 7 , 19 , 29 , 31 , 37 , 40 , 281 , - ,,
3.01 Fiebre reumática aguda y enfermedades cardiacas reumáticas crónicas,Total, 87 , 1 , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 2 , 2 , 8 , 5 , 12 , 56 , - ,,
,Hombre, 27 , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 3 , 3 , 2 , 18 , - ,,
,Mujer, 60 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 1 , 5 , 2 , 10 , 38 , - ,,
3.02 Enfermedades hipertensivas,Total," 3,919 ", 231 , 14 , - , - , 1 , 1 , 1 , 2 , 7 , 4 , 9 , 9 , 24 , 34 , 56 , 101 , 145 , 199 ," 3,571 ", - ,,
,Hombre," 1,894 ", 121 , 5 , - , - , 1 , 1 , 1 , 1 , 3 , 3 , 6 , 6 , 20 , 22 , 34 , 56 , 84 , 114 ," 1,668 ", - ,,
,Mujer," 2,025 ", 110 , 9 , - , - , - , - , - , 1 , 4 , 1 , 3 , 3 , 4 , 12 , 22 , 45 , 61 , 85 ," 1,903 ", - ,,
3.03 Enfermedades isquémicas del corazón,Total," 13,116 ", 150 , 27 , - , - , - , - , - , - , 31 , 61 , 84 , 108 , 169 , 241 , 309 , 414 , 653 , 875 ," 10,348 ", - ,,
,Hombre," 7,276 ", 87 , 19 , - , - , - , - , - , - , 21 , 44 , 64 , 84 , 114 , 177 , 197 , 269 , 416 , 544 ," 5,452 ", - ,,
,Mujer," 5,840 ", 63 , 8 , - , - , - , - , - , - , 10 , 17 , 20 , 24 , 55 , 64 , 112 , 145 , 237 , 331 ," 4,896 ", - ,,
"3.04 Enfermedades cardiopulmonares, enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón",Total," 1,341 ", 8 , 5 , - , - , 18 , 13 , 13 , 28 , 15 , 22 , 20 , 16 , 33 , 29 , 38 , 60 , 57 , 102 , 890 , - ,,
,Hombre, 711 , 5 , 3 , - , - , 10 , 9 , 7 , 14 , 8 , 14 , 15 , 11 , 21 , 19 , 15 , 42 , 31 , 59 , 444 , - ,,
,Mujer, 630 , 3 , 2 , - , - , 8 , 4 , 6 , 14 , 7 , 8 , 5 , 5 , 12 , 10 , 23 , 18 , 26 , 43 , 446 , - ,,
3.05 Paro cardiaco,Total, 74 , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , - , 1 , 2 , 1 , 4 , 5 , 57 , - ,,
,Hombre, 37 , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 2 , 1 , 3 , 2 , 27 , - ,,
,Mujer, 37 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , - , 1 , 3 , 30 , - ,,
3.06 Insuficiencia cardiaca,Total," 1,282 ", 17 , 6 , - , - , 3 , 3 , 5 , 1 , 2 , 5 , 8 , 4 , 16 , 17 , 19 , 22 , 37 , 58 ," 1,105 ", - ,,
,Hombre, 602 , 11 , 4 , - , - , 1 , - , 3 , - , - , 3 , 5 , 3 , 12 , 10 , 9 , 14 , 19 , 33 , 505 , - ,,
,Mujer, 680 , 6 , 2 , - , - , 2 , 3 , 2 , 1 , 2 , 2 , 3 , 1 , 4 , 7 , 10 , 8 , 18 , 25 , 600 , - ,,
3.07 Enfermedades cerebrovasculares,Total," 5,146 ", 19 , 12 , - , - , 12 , 4 , 6 , 11 , 25 , 34 , 44 , 55 , 81 , 116 , 156 , 216 , 292 , 379 ," 3,746 ", - ,,
,Hombre," 2,652 ", 7 , 5 , - , - , 9 , 3 , 4 , 5 , 17 , 24 , 26 , 40 , 53 , 77 , 86 , 115 , 171 , 222 ," 1,812 ", - ,,
,Mujer," 2,494 ", 12 , 7 , - , - , 3 , 1 , 2 , 6 , 8 , 10 , 18 , 15 , 28 , 39 , 70 , 101 , 121 , 157 ," 1,934 ", - ,,
3.08 Aterosclerosis,Total, 23 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 21 , - ,,
,Hombre, 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 7 , - ,,
,Mujer, 13 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 14 , - ,,
3.09 Las demás enfermedades del sistema circulatorio,Total, 475 , 4 , 2 , - , - , - , 2 , - , - , 2 , 3 , 5 , 1 , 6 , 9 , 11 , 29 , 37 , 33 , 343 , - ,,
,Hombre, 269 , 1 , - , - , - , - , - , - , - , 2 , 2 , 3 , 1 , 3 , 6 , 7 , 15 , 24 , 17 , 190 , - ,,
,Mujer, 206 , 3 , 2 , - , - , - , 2 , - , - , - , 1 , 2 , - , 3 , 3 , 4 , 14 , 13 , 16 , 153 , - ,,
4.01 Feto y recién nacido afectados por ciertas afecciones maternas,Total, 67 , - , - , 45 , 18 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 38 , - , - , 26 , 9 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 29 , - , - , 19 , 9 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
4.02 Feto y recién nacido afectado por complicaciones obstétricas y traumatismos del nacimiento,Total, 54 , - , - , 41 , 7 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 28 , - , - , 22 , 4 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 26 , - , - , 19 , 3 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
"4.03 Retardo del crecimiento del feto, desnutrición fetal, gestacion cortada y bajo peso al nacer",Total, 69 , - , - , 50 , 8 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 33 , - , - , 24 , 3 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 36 , - , - , 26 , 5 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
4.04 Trastornos respiratorios específicos del periodo perinatal,Total, 727 , 3 , 1 , 467 , 159 , 105 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 409 , 1 , 1 , 267 , 91 , 53 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 318 , 2 , - , 200 , 68 , 52 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
4.05 Sepsis bacteriana del recién nacido,Total, 359 , 1 , - , 148 , 149 , 63 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 208 , 1 , - , 94 , 81 , 34 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 151 , - , - , 54 , 68 , 29 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
4.06 Resto de ciertas afecciones originadas en el periodo perinatal,Total, 266 , 1 , - , 106 , 111 , 50 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Hombre, 141 , 1 , - , 58 , 62 , 22 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
,Mujer, 125 , - , - , 48 , 49 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,
5.01 Accidente de transporte terrestre,Total," 3,330 ", 2 , 6 , 1 , - , 8 , 53 , 47 , 55 , 222 , 509 , 513 , 386 , 330 , 233 , 176 , 167 , 159 , 117 , 354 , 8 ,,
,Hombre," 2,766 ", 1 , 5 , 1 , - , 3 , 24 , 30 , 38 , 179 , 455 , 457 , 337 , 285 , 191 , 140 , 138 , 141 , 92 , 254 , 7 ,,
,Mujer, 564 , 1 , 1 , - , - , 5 , 29 , 17 , 17 , 43 , 54 , 56 , 49 , 45 , 42 , 36 , 29 , 18 , 25 , 100 , 1 ,,
5.02 Los demás accidentes de transporte y los no especificado,Total, 7 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , - , - , 1 , - , - , 2 , - , - ,,
,Hombre, 7 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , - , - , 1 , - , - , 2 , - , - ,,
5.03 Caídas,Total, 315 , 3 , - , - , - , 2 , 3 , 5 , 2 , 6 , 25 , 18 , 22 , 19 , 25 , 18 , 21 , 20 , 28 , 103 , 1 ,,
,Hombre, 250 , 2 , - , - , - , - , 3 , 3 , 1 , 6 , 20 , 17 , 20 , 18 , 25 , 15 , 18 , 19 , 25 , 61 , 1 ,,
,Mujer, 65 , 1 , - , - , - , 2 , - , 2 , 1 , - , 5 , 1 , 2 , 1 , - , 3 , 3 , 1 , 3 , 42 , - ,,
5.04 Accidentes por disparo de arma de fuego,Total, 5 , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 , - , - , 1 , - , - , - , - ,,
,Hombre, 4 , - , - , - , - , - , - , - , - , - , - , 2 , - , 1 , - , - , 1 , - , - , - , - ,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - ,,
5.05 Ahogamiento y sumersión accidentales,Total, 342 , 6 , 1 , - , - , 1 , 29 , 20 , 26 , 32 , 38 , 31 , 17 , 23 , 27 , 19 , 16 , 15 , 15 , 35 , 5 ,,
,Hombre, 286 , 3 , 1 , - , - , 1 , 19 , 16 , 18 , 26 , 34 , 28 , 15 , 20 , 25 , 17 , 14 , 14 , 11 , 27 , 5 ,,
,Mujer, 56 , 3 , - , - , - , - , 10 , 4 , 8 , 6 , 4 , 3 , 2 , 3 , 2 , 2 , 2 , 1 , 4 , 8 , - ,,
5.06 Accidentes que obstruyen la respiración,Total, 374 , 2 , - , 5 , 4 , 59 , 20 , 9 , 9 , 12 , 13 , 24 , 26 , 29 , 24 , 29 , 26 , 22 , 21 , 42 , 2 ,,
,Hombre, 294 , 2 , - , 1 , 3 , 37 , 12 , 6 , 4 , 9 , 10 , 21 , 22 , 26 , 21 , 28 , 24 , 18 , 18 , 34 , 2 ,,
,Mujer, 80 , - , - , 4 , 1 , 22 , 8 , 3 , 5 , 3 , 3 , 3 , 4 , 3 , 3 , 1 , 2 , 4 , 3 , 8 , - ,,
5.07 Exposicion a la corriente eléctrica,Total, 89 , - , - , - , - , - , - , 1 , - , 6 , 15 , 15 , 11 , 4 , 9 , 8 , 5 , 6 , 5 , 3 , 1 ,,
,Hombre, 86 , - , - , - , - , - , - , 1 , - , 6 , 15 , 14 , 11 , 4 , 9 , 7 , 5 , 6 , 4 , 3 , 1 ,,
,Mujer, 3 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , 1 , - , - ,,
"5.08 Exposicion al humo, fuego y llamas",Total, 99 , - , - , - , - , 1 , 10 , 5 , 1 , 1 , 8 , 10 , 2 , 7 , 6 , 3 , 8 , 7 , 8 , 22 , - ,,
,Hombre, 61 , - , - , - , - , - , 4 , 3 , 1 , - , 5 , 6 , 2 , 3 , 3 , 2 , 7 , 5 , 3 , 17 , - ,,
,Mujer, 38 , - , - , - , - , 1 , 6 , 2 , - , 1 , 3 , 4 , - , 4 , 3 , 1 , 1 , 2 , 5 , 5 , - ,,
"5.09 Envenenamiento accidental, por exposición a sustancias nocivas",Total, 200 , 9 , 3 , - , - , 2 , 7 , 1 , 4 , 20 , 20 , 26 , 20 , 22 , 19 , 12 , 14 , 7 , 6 , 32 , - ,,
,Hombre, 150 , 6 , 3 , - , - , 1 , 6 , 1 , - , 11 , 13 , 21 , 15 , 19 , 17 , 12 , 12 , 7 , 4 , 20 , - ,,
,Mujer, 50 , 3 , - , - , - , 1 , 1 , - , 4 , 9 , 7 , 5 , 5 , 3 , 2 , - , 2 , - , 2 , 12 , - ,,
5.10 Los demás accidentes,Total," 1,311 ", 14 , 12 , - , - , 4 , 18 , 12 , 13 , 23 , 57 , 73 , 54 , 54 , 54 , 53 , 52 , 68 , 78 , 720 , 4 ,,
,Hombre, 861 , 9 , 9 , - , - , 3 , 11 , 8 , 9 , 21 , 50 , 66 , 48 , 44 , 51 , 45 , 47 , 56 , 60 , 356 , 4 ,,
,Mujer, 450 , 5 , 3 , - , - , 1 , 7 , 4 , 4 , 2 , 7 , 7 , 6 , 10 , 3 , 8 , 5 , 12 , 18 , 364 , - ,,
5.11 Lesiones autoinfligidas intencionalmente,Total, 898 , 1 , 3 , - , - , - , - , 1 , 64 , 117 , 129 , 122 , 94 , 77 , 62 , 42 , 43 , 36 , 40 , 75 , - ,,
,Hombre, 714 , - , 3 , - , - , - , - , 1 , 29 , 84 , 101 , 96 , 77 , 65 , 54 , 40 , 39 , 30 , 32 , 69 , - ,,
,Mujer, 184 , 1 , - , - , - , - , - , - , 35 , 33 , 28 , 26 , 17 , 12 , 8 , 2 , 4 , 6 , 8 , 6 , - ,,
5.12 Agresiones (Homicidios),Total," 1,368 ", - , 1 , 1 , - , 2 , 3 , 3 , 3 , 70 , 219 , 253 , 265 , 176 , 141 , 88 , 42 , 38 , 28 , 37 , - ,,
,Hombre," 1,239 ", - , 1 , - , - , 2 , 2 , 1 , 1 , 64 , 197 , 241 , 245 , 164 , 126 , 78 , 39 , 31 , 20 , 29 , - ,,
,Mujer, 129 , - , - , 1 , - , - , 1 , 2 , 2 , 6 , 22 , 12 , 20 , 12 , 15 , 10 , 3 , 7 , 8 , 8 , - ,,
5.13 Eventos de intención no determinada,Total," 1,682 ", 5 , 5 , 3 , 1 , 14 , 19 , 17 , 26 , 108 , 245 , 255 , 250 , 200 , 128 , 108 , 77 , 63 , 45 , 123 , 10 ,,
,Hombre," 1,454 ", 3 , 4 , 2 , - , 6 , 13 , 15 , 17 , 81 , 220 , 231 , 226 , 178 , 111 , 97 , 70 , 52 , 40 , 93 , 9 ,,
,Mujer, 228 , 2 , 1 , 1 , 1 , 8 , 6 , 2 , 9 , 27 , 25 , 24 , 24 , 22 , 17 , 11 , 7 , 11 , 5 , 30 , 1 ,,
5.14 Las demás causas externas,Total, 21 , 1 , - , - , - , - , - , - , - , - , 3 , - , 1 , - , 1 , 1 , 1 , 1 , 1 , 13 , - ,,
,Hombre, 12 , - , - , - , - , - , - , - , - , - , 3 , - , 1 , - , 1 , 1 , 1 , 1 , - , 4 , - ,,
,Mujer, 9 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 9 , - ,,
