event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ECU3084,"23 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 23 March 2023, in Guayaquil (Guayas), hundreds of unionized urban transportation drivers marched from La Victoria park to the Guayas government offices as a demonstration to demand an increase of the bus fare.",0,"crowd size=hundreds",1679939064
ECU3085,"22 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 22 March 2023, in Quito - Eugenio Espejo (Pichincha), parents of students of a school staged a demonstration outside the school to demand answers about a case of student victim of a sexual assault that happened in the school perpetrated by other students. They demanded authorities give answers about what happened in the case.",0,"crowd size=no report",1679939064
ECU3083,"21 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,"Morona Santiago",Huamboya,,"San Carlos",-1.9645,-77.8801,1,"El Comercio (Ecuador)",National,"On 21 March 2023, in San Carlos (Morona Santiago), around 30 indigenous citizens armed with spears blocked the entrance of an oil extraction station as a demonstration for unknown reasons.",0,"crowd size=around 30",1679939064
ECU3082,"15 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Ecuador)","Labor Group (Ecuador)",5,"Civilians (Ecuador)","Labor Group (Ecuador)",7,57,,218,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"El Universo (Ecuador)",National,"On 15 March 2023, in Ambato (Tungurahua), for the second consecutive day, during a demonstration public transportation drivers attacked other bus drivers in La Magdalena sector, damaging the vehicles of transport drivers that were not following the strike for demanding a raise in bus fares. This is the third day of strikes.",0,"crowd size=no report",1679346886
ECU3077,"14 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Esmeraldas,Esmeraldas,,Esmeraldas,0.9592,-79.654,1,"El Universo (Ecuador)",National,"On 14 March 2023, in Esmeraldas (Esmeraldas), tourism workers staged a demonstration in front of the Ecuadorian Oil Fleet Public Company (FLOPEC-EP) to demand the government lift the state of emergency declared in Esmeraldas Province to allow them to continue working.",0,"crowd size=no report",1679346886
ECU3078,"14 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 14 March 2023, in Loja (Loja), more than 25 former workers of a construction company blocked the highway near the entrance to the company and the entrance of the camp with sticks, branches, rocks and used tires as a demonstration to demand payments of contract benefits and contract termination fees owed by the company.",0,"crowd size=more than 25",1679346886
ECU3079,"14 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Kichwa Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Orellana,Orellana,,"El Eden",-0.4953,-76.0769,1,"El Universo (Ecuador)",National,"On 14 March 2023, in El Eden (Orellana), Kichwa indigenous citizens blocked the access to Eden Yuturi oil field as a demonstration against Petroecuador not fulfilling the agreements they made in 2021. They have been blocking the highway for 22 days.",0,"crowd size=no report",1679346886
ECU3081,"14 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Ecuador)","Labor Group (Ecuador)",5,"Civilians (Ecuador)","Labor Group (Ecuador)",7,57,,218,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"El Universo (Ecuador)",National,"On 14 March 2023, in Ambato (Tungurahua), during a demonstration public transportation drivers attacked other bus drivers on Parque Industrial Ambato sector, damaging the vehicles of transport drivers that were not following the strike for demanding a raise in bus fares. This is the second day of strikes.",0,"crowd size=no report",1679346886
ECU3074,"13 March 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Ecuador)",5,"Civilians (Ecuador)",,7,57,"Civilian targeting",218,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 13 March 2023, in Loja (Loja), residents captured a suspected robber at 18 de Noviembre street, between Celica and Gonzama avenues, and beat him up. The suspected robber was later turned over to police officers.",0,"crowd size=no report",1679346886
ECU3080,"13 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Ecuador)","Labor Group (Ecuador)",5,,,0,50,,218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 13 March 2023, in Guayaquil (Guayas), dozens of motorcycle taxi drivers blocked the Daule highway with burning tires as a demonstration to decry the excessive fines and the high amount of authorized motorcycle taxi units approved by the local government.",0,"crowd size=dozens",1679346886
ECU3076,"10 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 10 March 2023, in Quito - Eugenio Espejo (Pichincha), family, friends and supporters of the seven members of the Guevarista Movement and the two indigenous leaders that are being prosecuted for the crime of trafficking in persons for the purpose of forced recruitment for armed conflict, staged a demonstration outside the North Judicial Complex to support them while a hearing was being held.",0,"crowd size=no report",1679346886
ECU3063,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Comercio (Ecuador)",National,"On 8 March 2023, in Cuenca (Azuay), members of feminist organizations, family members of victims of femicides and women residents marched from San Blas park to Vivas nos queremos bridge as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3064,"08 March 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Ecuador)",5,,,0,50,,218,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Universo (Ecuador)",National,"On 8 March 2023, in Cuenca (Azuay), residents of Cristal neighborhood burned down the car used by robbers as a warning to all robbers for carrying out criminal activities in their sector.",0,"crowd size=no report",1678753315
ECU3065,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Guano,,Guano,-1.6079,-78.6425,1,"Diario Regional Los Andes",Subnational,"On 8 March 2023, in Guano (Chimborazo), members of feminist organizations marched through the city as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3066,"08 March 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Ecuador)",,3,"Civilians (Ecuador)",,7,37,"Civilian targeting",218,"South America",Ecuador,"El Oro","El Guabo",,"La Iberia",-3.2571,-79.8692,1,"El Comercio (Ecuador)",National,"On 8 March 2023, in La Iberia (El Oro), two unidentified armed assailants shot and killed the son of a recently elected council member in 8 de Diciembre neighborhood, in La Iberia parish. The assailants intercepted his vehicle while he was driving, and shot at the car multiple times, killing him, and injuring two others in the car. The motives behind the attack are unknown. 1 fatality.",1,,1678753315
ECU3067,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Universo (Ecuador)",National,"On 8 March 2023, in Guayaquil (Guayas), members of feminist organizations marched through the city as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3068,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 8 March 2023, in Loja (Loja), members of feminist organizations marched through the city to San Sebastian square as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3071,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador); FUT: United Workers' Front; Labor Group (Ecuador); CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 8 March 2023, in Quito - Eugenio Espejo (Pichincha), women, unionized workers members of the United Workers' Front (FUT) and indigenous members of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) marched through 10 de Agosto avenue to El Arbolito park as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3072,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,"Santo Domingo de los Tsachilas","Santo Domingo",,"Santo Domingo de los Colorados",-0.2531,-79.1754,1,"El Comercio (Ecuador)",National,"On 8 March 2023, in Santo Domingo de los Colorados (Santo Domingo de los Tsachilas), members of feminist organizations marched through the city as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3073,"08 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"El Comercio (Ecuador)",National,"On 8 March 2023, in Ambato (Tungurahua), members of five feminist organizations marched through Unidad Nacional avenue to Montalvo park as a demonstration against gender-based violence and demanding respect to women's rights. This demonstration was held in commemoration of the Women's International Day.",0,"crowd size=no report",1678753315
ECU3070,"06 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Manabi,Portoviejo,,Colon,-1.109,-80.4166,1,"El Diario (Ecuador)",Subnational,"On 6 March 2023, in Colon (Manabi), residents of El Cady sector blocked the Portoviejo - Santa Ana highway as a demonstration to demand authorities answer their demands. Their demands include more security, lighting and traffic signals installed.",0,"crowd size=no report",1678753315
ECU3062,"03 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","UNE: National Union of Educators; Teachers (Ecuador); FP: Popular Front; Labor Group (Ecuador); FEUE: Federation of University Students of Ecuador; Students (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 3 March 2023, in Quito - Manuela Saenz (Pichincha), unionized teachers and workers of the National Union of Educators (UNE) and Popular Front (FP), and students who are members of the Federation of University Students of Ecuador (FEUE) marched from the Social Security Institute (IESS) offices to the Center of the city as a demonstration to demand the elimination of the LOEI law, which intends to guarantee intercultural inclusion.",0,"crowd size=no report",1678150111
ECU3059,"01 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",Yasunidos,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 1 March 2023, in Quito - Eugenio Espejo (Pichincha), representatives of Yasunidos collective staged a demonstration outside the Constitutional Court (CC) offices to demand the entity issue a decision and to prohibit the extractive activities of Yasuni ITT.",0,"crowd size=no report",1678150111
ECU3060,"01 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","FEUE: Federation of University Students of Ecuador; Students (Ecuador); FP: Popular Front; Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 1 March 2023, in Quito - Eugenio Espejo (Pichincha), students who are members of the Federation of University Students of Ecuador (FEUE) and workers who are members of Popular Front (FP) staged a demonstration outside Central University demanding the resignation of president Guillermo Lasso.",0,"crowd size=no report",1678150111
ECU3061,"01 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","FP: Popular Front; Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 1 March 2023, in Guayaquil (Guayas), unionized workers who are members of the Popular Front (FP) staged a demonstration at Centenario park demanding the resignation of president Guillermo Lasso.",0,"crowd size=no report",1678150111
ECU3055,"28 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Ecuador)",5,"Civilians (Ecuador)",,7,57,"Civilian targeting",218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 28 February 2023, in Guayaquil (Guayas), residents captured, tied to a post and whipped a suspected robber. Police officers later took the robber to a police station.",0,"crowd size=no report",1678150111
ECU3057,"28 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 28 February 2023, in Loja (Loja), residents staged a demonstration outside the Judicial Unit offices to decry an incident where two dogs were poisoned and killed. They demanded punishment for the responsible.",0,"crowd size=no report",1678150111
ECU3058,"28 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Universo (Ecuador)",National,"On 28 February 2023, in Cuenca (Azuay), family members of a nurse that was missing and found dead staged a demonstration outside the Province State Attorney officers to demand a faster investigation of the cause of death and to find those responsible for her death.",0,"crowd size=no report",1678150111
ECU3054,"27 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Ecuador)",5,"Civilians (Ecuador)",,7,57,"Civilian targeting",218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 27 February 2023, in Quito - Tumbaco (Pichincha), residents captured, stripped of his clothes and beat up a suspected robber. Police officers later took the robber to a police station.",0,"sexual violence; crowd size=no report",1678150111
ECU3056,"27 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 27 February 2023, in Quito - La Delicia (Pichincha), residents of Calacali parish staged a demonstration to demand the Electoral National Council (CNE) nullify their elections for parish board members and for new elections to be carried again, after the results reported that the null votes were more frequent than the valid votes.",0,"crowd size=no report",1678150111
ECU3050,"26 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Ecuador)",,3,"Civilians (Ecuador)","Cofan Indigenous Group (Ecuador)",7,37,"Civilian targeting",218,"South America",Ecuador,Sucumbios,"Lago Agrio",,Dureno,0.0518,-76.677,1,"El Universo (Ecuador)",National,"On 26 February 2023, in Dureno (Sucumbios), unidentified armed assailants shot and killed a Cofan Indigenous leader of the city. The reason of the attack is unknown. 1 fatality.",1,,1678150111
ECU3051,"26 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Labor Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,"Santa Elena",Salinas,,Salinas,-2.2101,-80.9661,1,"El Universo (Ecuador)",National,"On 26 February 2023, in Salinas (Santa Elena), merchants of Segunda avenue staged a demonstration to decry the stagnant water in the streets that has not been solved for more than a day.",0,"crowd size=no report",1678150111
ECU3052,"26 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 26 February 2023, in Quito - Calderon (Pichincha), residents of Santa Anita neighborhood and Oyacoto and San Miguel del Comun sectors blocked the Oyacoto toll as a demonstration to demand being given a special safeguard to be exempt from the toll charge for residents of these sectors.",0,"crowd size=no report",1678150111
ECU3049,"24 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,Expreso,National,"On 24 February 2023, in Quito - Eugenio Espejo (Pichincha), residents of Ecuador neighborhood staged a demonstration outside the Provincial Justice Court offices to decry land traffickers that have been taking their lands with death threats, and demand an intervention of the local government and police officers to remove them.",0,"crowd size=no report",1677533683
ECU3053,"24 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 24 February 2023, in Loja (Loja), residents of Gualel parish staged a demonstration outside the Loja Province Government to demand the removal of military and police officers of Fierro Urco mining company. The officers are stationed at the company because of a movement of water protection activists in the area.",0,"crowd size=no report",1678150111
ECU3047,"22 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Azuay,Cuenca,,Martinez,-2.9667,-78.9335,1,"El Mercurio (Ecuador)",Subnational,"On 22 February 2023, in Martinez (Azuay), residents of San Francisco de Mosquera community blocked the entrance to Pichacay land fill as a demonstration to demand maintenance to the roads and highways that have been pending for six years.",0,"crowd size=no report",1677533683
ECU3069,"22 February 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Manabi,Portoviejo,,Colon,-1.109,-80.4166,1,"El Diario (Ecuador)",Subnational,"Around 22 February 2023 (week of), in Colon (Manabi), residents of El Cady staged a demonstration to demand authorities more security, lighting and traffic signals installed.",0,"crowd size=no report",1678753315
ECU3075,"21 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Kichwa Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Orellana,Orellana,,"El Eden",-0.4953,-76.0769,1,"El Universo (Ecuador)",National,"On 21 February 2023, in El Eden (Orellana), Kichwa indigenous citizens blocked the access to Eden Yuturi oil field as a demonstration against Petroecuador not fulfilling the agreements they made in 2021.",0,"crowd size=no report",1679346886
ECU3048,"17 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Chimborazo,Riobamba,,Riobamba,-1.671,-78.6471,1,"La Prensa Chimborazo",Subnational,"On 17 February 2023, in Riobamba (Chimborazo), approximately 200 friends and family members of a man that was reported missing on 9 February and then later found killed, marched through the city towards the provincial government as a demonstration to demand justice in the case, and to demand security in the city amidst increasing criminal activity.",0,"crowd size=approximately 200",1677533683
ECU3046,"16 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","Waorani Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Orellana,Aguarico,,Dicaro,-0.9359,-76.2123,1,"El Universo (Ecuador)",National,"On 16 February 2023, in Dicaro (Orellana), Waorani indigenous residents staged a demonstration at the 16 and 67 petroleum blocks to protest against the environmental impact caused by Repsol-Petrolia company, and to reject the entry of Petroecuador to ancestral territory, which they have not consented to. They have been demonstrating for more than 50 consecutive days.",0,"crowd size=no report",1676922678
ECU3043,"13 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,,218,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 13 February 2023, in Guayaquil (Guayas), members of citizens' organizations wearing white shirts staged a demonstration in San Francisco square to demand peace in Peru's demonstrations that started after the removal of Pedro Castillo by congress which sparked demonstrations that have continued for more than two months.",0,"crowd size=no report",1676922678
ECU3044,"13 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Ecuador); Indigenous Group (Ecuador)",5,"Civilians (Ecuador)",,7,57,"Civilian targeting",218,"South America",Ecuador,Chimborazo,Riobamba,,Licto,-1.8055,-78.6037,1,"Diario Regional Los Andes",Subnational,"On 13 February 2023, in Licto (Chimborazo), indigenous citizens of Tulabug Escaleras community captured, stripped of their clothes, whipped with nettle and threw cold water at two suspected robbers. They followed Indigenous Justice rituals that are protected by the constitution with a police officer's supervision. The suspected robbers were later released.",0,"sexual violence; crowd size=no report",1676922678
ECU3041,"13 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Ecuador)",,3,"Civilians (Ecuador)","Government of Ecuador (2021-)",7,37,"Civilian targeting",218,"South America",Ecuador,Azuay,"Camilo Ponce Enriquez",,"Camilo Ponce Enriquez",-3.062,-79.7468,1,"El Comercio (Ecuador)",National,"On 13 February 2023, in Camilo Ponce Enriquez (Azuay), an unidentified assailant shot at the mayor outside the local government offices while he was carrying out a public audience with residents as he usually does on Monday mornings. The mayor was injured, and the assailant escaped.",0,,1680570812
ECU3039,"09 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Ecuador)","Vigilante Group (Brazil)",5,"Civilians (Ecuador)",,7,57,"Civilian targeting",218,"South America",Ecuador,Cotopaxi,Latacunga,,Latacunga,-0.9352,-78.6155,1,"El Comercio (Ecuador); El Diario (Ecuador); El Heraldo (Ecuador); El Universo (Ecuador)",National,"On 9 February 2023, in Latacunga (Cotopaxi), two men accused of wanting to commit a homicide and a robbery were beaten and burned by a group of locals in the Toacazo neighborhood. Indigenous organizations stated that the attack could be linked to locals gangs. The mayor of the locality stated the investigation showed that the attack was linked to foreign criminal organizations. 2 fatalities.",2,"crowd size=no report",1676316498
