Tipo Muert.;Provincia;Cantón;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Probable Causa M.;Edad;Med. Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anio_i;Mes_i;Cod_prov;cod_cantón
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;2/1/2023;19:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;01:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1201;12
ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/2023;14:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1201;12
ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1201;12
HOMICIDIO;LOJA;CATAMAYO;URBANO;VIA PUBLICA;PUBLICO;1/1/2023;20:00;OTROS;OTRO;HERIDAS CONTUSAS;61;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1103;11
ASESINATO;GUAYAS;DAULE;RURAL;FINCA;PRIVADO;2/1/2023;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;AFRO;NO DETERMINADO;NIGERIA;2023;enero;0906;09
ASESINATO;ESMERALDAS;RIOVERDE;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0807;08
ASESINATO;ESMERALDAS;RIOVERDE;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;enero;0807;08
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;16:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0701;07
ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;19:36;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1317;13
ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;3/1/2023;12:15;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;2101;21
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/2023;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/2023;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;14;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/2023;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;04:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;15;A;HOMBRE;BLANCO/A;NO DETERMINADO;NO DETERMINADO;2023;enero;0901;09
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;15:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;2301;23
ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;3/1/2023;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1314;13
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;CASA/VILLA;PRIVADO;3/1/2023;16:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1204;12
ASESINATO;MANABI;MONTECRISTI;RURAL;TERRENO BALDIO;PUBLICO;3/1/2023;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1309;13
ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;04:55;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;42;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;2402;24
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;OTROS LOCALES COMERCIALES;PRIVADO;3/1/2023;19:27;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;56;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;0901;09
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;08:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0701;07
ASESINATO;GUAYAS;DAULE;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;13:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0906;09
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;A;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero;0701;07
ASESINATO;MANABI;MONTECRISTI;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;19:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1309;13
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;18:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;enero;1701;17
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;19:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;02:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1701;17
ASESINATO;LOS RIOS;BABAHOYO;RURAL;VIA PUBLICA;PUBLICO;4/1/2023;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;1201;12
ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1201;12
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;4/1/2023;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0801;08
ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;CASA/VILLA;PRIVADO;5/1/2023;12:11;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1204;12
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;13:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;0701;07
ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;14:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero;0709;07
ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;CASA/VILLA;PRIVADO;5/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;2402;24
ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;09:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1205;12
ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;11:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1317;13
ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1301;13
ASESINATO;CAÑAR;AZOGUES;URBANO;PATIOS DE COMIDAS;PRIVADO;4/1/2023;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0301;03
ASESINATO;GUAYAS;BALZAR;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero;0904;09
ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0808;23
ASESINATO;NAPO;TENA;RURAL;VIA PUBLICA;PUBLICO;5/1/2023;22:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;36;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;1501;15
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;15:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;21:49;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0701;07
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;19:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/2023;21:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PANADERIA;PRIVADO;6/1/2023;05:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;GUAYAS;NARANJAL;RURAL;TERRENO BALDIO;PUBLICO;6/1/2023;07:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0911;09
ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;00:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1317;13
ASESINATO;ESMERALDAS;ESMERALDAS;RURAL;VIA PUBLICA;PUBLICO;5/1/2023;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0801;08
ASESINATO;ESMERALDAS;ESMERALDAS;RURAL;VIA PUBLICA;PUBLICO;5/1/2023;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0801;08
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;12:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0801;08
ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;0907;09
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;07:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;;A;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;enero;0901;09
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;17:30;ARMA BLANCA;CUCHILLO            ;HERIDA POR ARMA BLANCA;14;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1701;17
HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;7/1/2023;04:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1701;17
ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;01:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0901;09
HOMICIDIO;ESMERALDAS;ATACAMES;RURAL;VIA PUBLICA;PUBLICO;3/1/2023;02:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;29;A;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero;0806;08
ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;6/1/2023;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;0910;09
ASESINATO;ESMERALDAS;ELOY ALFARO;RURAL;VIA PUBLICA;PUBLICO;7/1/2023;07:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;0802;08
ASESINATO;EL ORO;ARENILLAS;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;10:38;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0702;07
ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero;1205;12
ASESINATO;MANABI;MANTA;URBANO;PLAYA;PUBLICO;7/1/2023;07:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1308;13
ASESINATO;GUAYAS;SALITRE;RURAL;CASA/VILLA;PRIVADO;8/1/2023;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;0919;09
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;20:13;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero;1701;17
HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;7/1/2023;19:45;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;24;A;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero;1701;17
