subtipo_objeto_robado;nombre_objeto;fecha_evento;nombre_provincia;tipo_delito
ARMA DE FUEGO;REVÓLVERES;1/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;1/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;31/1/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;CARABINAS;1/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;1/2/2023;COTOPAXI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;1/2/2023;AZUAY;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;1/2/2023;ORELLANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;31/1/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;1/2/2023;MANABI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;31/1/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;MANABI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;31/1/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;SANTA ELENA;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;OTROS;1/2/2023;SANTA ELENA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMAS DE FOGUEO;REVOLVER;31/1/2023;NAPO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;1/2/2023;SUCUMBIOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;ESCOPETA;1/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;1/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;OTROS ARMAS CORTAS;1/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;2/2/2023;CARCHI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CAÑÓN;2/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;1/2/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;1/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;1/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;2/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;2/2/2023;SANTO DOMINGO DE LOS TSACHILAS;TERRORISMO Y SU FINANCIACIÓN
ARMA DE FUEGO;PISTOLAS;2/2/2023;LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;REVÓLVERES;2/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;CARABINAS;2/2/2023;IMBABURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;AZUAY;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;AMETRALLADORAS;2/2/2023;AZUAY;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;2/2/2023;AZUAY;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;2/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;SANTA ELENA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;REVÓLVERES;2/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;2/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;LOS RIOS;DELITO
ARMA DE FUEGO;REVÓLVERES;2/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;OTROS;2/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITO
ARMA DE FUEGO;REVÓLVERES;2/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;2/2/2023;CARCHI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;2/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;2/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;IMBABURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;3/2/2023;MANABI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;ESCOPETA;3/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;ESMERALDAS;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;3/2/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;3/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;CARCHI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;3/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;COTOPAXI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;4/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;OTROS ARMAS CORTAS;4/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/2/2023;CARCHI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;3/2/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;4/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;3/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/2/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;OTROS;4/2/2023;LOS RIOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;SUBAMETRALLADORA;4/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;3/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;CARTUCHERAS;4/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/2/2023;MANABI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;ESCOPETA;5/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;5/2/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;3/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;CARTUCHERAS;5/2/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;5/2/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;1/2/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;5/2/2023;LOS RIOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;5/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;5/2/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;6/2/2023;DMQ;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;6/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;6/2/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;6/2/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;6/2/2023;GUAYAS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;ESCOPETA;6/2/2023;GUAYAS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;CARABINAS;6/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;2/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;14/3/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;13/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;6/2/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/3/2023;MAR TERRITORIAL;DELITO
ARMA DE FUEGO;REVÓLVERES;13/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;13/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;6/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;3/3/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;13/3/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;13/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;6/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;SUBAMETRALLADORA;7/2/2023;EL ORO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;7/2/2023;SANTA ELENA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;3/3/2023;COTOPAXI;CONTRAVENCIONES DE TRÁNSITO
ARMA DE FUEGO;CARTUCHERAS;13/3/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;FUSILES;13/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;6/2/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;4/3/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;13/3/2023;IMBABURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;OTROS ARMAS LARGAS;7/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;4/3/2023;DMQ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;13/3/2023;GUAYAS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMAS DE FOGUEO;PISTOLA;7/2/2023;LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;4/3/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;CARTUCHERAS;13/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;7/2/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;4/3/2023;CHIMBORAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;13/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;7/2/2023;MANABI;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;PISTOLAS;4/3/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;SUBAMETRALLADORA;13/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;13/3/2023;DMG;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMAS DE FOGUEO;PISTOLA;7/2/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;4/3/2023;DMG;DELITOS CONTRA LA LIBERTAD PERSONAL
ARMA DE FUEGO;PISTOLAS;7/2/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;7/2/2023;SANTA ELENA;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;4/3/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;7/2/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;ESCOPETA;2/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMAS DE FOGUEO;PISTOLA;13/3/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;13/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/3/2023;GUAYAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;13/3/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;4/3/2023;GUAYAS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;REVÓLVERES;13/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;4/3/2023;DMG;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
ARMA DE FUEGO;REVÓLVERES;4/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;13/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;4/3/2023;DMG;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA
ARMA DE FUEGO;SUBAMETRALLADORA;4/3/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;12/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;12/3/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;5/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;12/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;EL ORO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;12/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;5/3/2023;IMBABURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;SUBAMETRALLADORA;12/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;5/3/2023;BOLIVAR;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;12/3/2023;CARCHI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;5/3/2023;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;12/3/2023;ZAMORA CHINCHIPE;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;12/3/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;SANTA ELENA;DELITO
ARMA DE FUEGO;REVÓLVERES;5/3/2023;SANTA ELENA;DELITO
ARMA DE FUEGO;CARTUCHERAS;12/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;OTROS ARMAS CORTAS;5/3/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;12/3/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;5/3/2023;MANABI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;12/3/2023;SUCUMBIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;12/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARABINAS;12/3/2023;ORELLANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;12/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;GUAYAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;CARTUCHERAS;12/3/2023;SANTA ELENA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;REVÓLVERES;5/3/2023;COTOPAXI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;ESCOPETA;12/3/2023;DMQ;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;ESCOPETA;5/3/2023;DMQ;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;PISTOLAS;12/3/2023;DMG;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;5/3/2023;CARCHI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
ARMA DE FUEGO;REVÓLVERES;6/3/2023;LOS RIOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
ARMA DE FUEGO;PISTOLAS;12/3/2023;SANTO DOMINGO DE LOS TSACHILAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
