"Código Indicador","Código Provincia","Provincia","Código Cantón","Cantón","País","Dimensión","Subcategoría","Indicador","Área","Sexo","Dato Numérico","Población","Dato Cualitativo","Año","Mes","Fuente","Unidad de medida","Grupo","ODS"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-31,017449899","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,6,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-58,409276463","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,5,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-17,953541886","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,4,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-309,900273409","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,3,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","94,293268334","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,2,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-157,036398352","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2022,1,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-26,5913942880002","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,12,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","16,5067330710001","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,11,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-44,1470165750002","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,10,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-177,04715595","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,9,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-303,846060264","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,8,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-234,499645055","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,7,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-148,973683757","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,6,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-56,168594689","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,5,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","84,175543308","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,4,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-174,654946392","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,3,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","45,791838637","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,2,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-60,9087428139999","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2021,1,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-193,951978776","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,12,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","168,553203093","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,11,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","88,4949028890001","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,10,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","85,654996235","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,9,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","127,161566627","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,8,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","43,6717503969999","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,7,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","55,1882922029999","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,6,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","132,005510553","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,5,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","100,468761543","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,4,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","98,569783208","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,3,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","214,940616532","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,2,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-163,955994167","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2020,1,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-68,2064148219999","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,12,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-74,9419593800001","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,11,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-499,604167769","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,10,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-275,027862725","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,9,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-277,461644939","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,8,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-383,164738875","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,7,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
3015,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Sector productivo","Balanza comercial (no petrolera)","Total","Total","-263,059616063","No Aplica","La información de balanza comercial hasta el 2018 es definitiva, desde 2019 es provisional, su reproceso se realiza conforme a la recepción de documentos fuente de las operaciones de comercio exterior; por consiguiente, las cifras que constan en este cuadro no necesariamente corresponden a las publicadas trimestralmente en la balanza de pagos. A partir del año 2021, incluye cifras de reimportaciones, de acuerdo a recomendaciones de la metodología internacional.",2019,6,"Banco Central del Ecuador","Millones de USD","Prosperidad","ODS 8, 9"
