Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS,Nacionalidad
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1096,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4216,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2324,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1833,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1146,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1679,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1009,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,3512,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2155,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2289,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1335,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2151,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1197,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4440,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2532,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2330,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1365,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2190,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1225,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4520,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2590,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2299,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1378,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2155,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1230,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4454,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2608,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2238,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1377,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2096,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1231,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4334,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2608,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2334,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1451,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2171,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1302,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,4505,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Total,2753,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,2344,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Hombre,1481,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,2214,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1011,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Solicitantes de refugio de nacionalidad venezolana,Total,Mujer,1359,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por solicitante a la persona que fue admitida al trámite de Determinación de la Condición de Refugiado.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
