Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS,Nacionalidad
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,151,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,339,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,187,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,647,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,338,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,5,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,407,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,168,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,467,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,225,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,874,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,393,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,4,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,469,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,237,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,512,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,287,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,981,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,524,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,3,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,374,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,213,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,356,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,236,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,730,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,449,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,2,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,324,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,175,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,367,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,215,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,691,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,390,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2022,1,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,419,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,226,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,428,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,252,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,847,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,478,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,12,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,521,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,265,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,576,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,348,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,1097,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,613,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,11,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,468,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Hombre,275,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,529,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Mujer,317,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1010,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Peticionarios de refugio de nacionalidad venezolana,Total,Total,997,No Aplica,"De acuerdo al Ministerio de Relaciones Exteriores y Movilidad Humana, se entiende por peticionario a la persona que presentó una solicitud de protección internacional bajo la figura de refugio.",2021,10,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
